review_title,cust_name,cust_location,cust_reviews,cust_rating,cust_review_text,seller_response,date_experience
Great customer service.,Steve D.,US,1,5,"I had an order that I needed by my grandson's birthday, but holiday and weekends could have delayed me getting it in time. When I called to check, they were open New Years Eve and the gentleman I spoke to personally went to shipping and went over and above expectations to assure I would get my order in time. Big thanks.",False,"December 26, 2024"
Very fast shipping,Jim Shipley,US,1,5,Very fast shipping.  Arrived two days sooner than I originally expected.  A great product at a great price.,False,"January 02, 2025"
Coal Black is BLACK!,Robert,US,1,5,One of the few places that carries sight black to rejuvenate worn iron sights. Their Coal Black sight paint is the blackest of black - outstanding results. Many thanks to Creedmoor for supporting serious shooters! Price and shipping were good as well.,False,"October 31, 2024"
Great company to deal with,Corey Jones,US,1,5,Great company to deal with. I've used numerous companies but Creedmoor Sports was fast and tracking was wonderful. So far it's been a pleasure to do business with them and their prices have been competitive.,False,"December 26, 2024"
Outstanding Quality & Customer Service!,John Cashwell,US,1,5,"I am blown away by the speed at which Creedmoor Sports managed to get my order shipped out to me. They obviously subscribe to my Golden Rule of Customer Service: ""Treat every customer the way you, yourself would want to be treated."" This is true for the entire customer experience. For instance: If you were the customer> How quickly would you expect items to be shipped? At the price point for a particular product, what should the quality of materials, quality assurance and craftsmanship of the product be? Is it a fair price for what you are offering? And so on. Creedmoor Sports absolutely knocked at out of the park by exceeding every expectation of mine. I bought the Lyman All-American8 Turret and it is a work of art & perfection! In fact the day that I received it was the day that I suddenly recalled that when I watched the Ultimate Reloader video on the product many months ago that there was a Press Upgrade Kit that could be purchased along with it and I now I had to go back and order that and wait a week to 10 days for it to show up. In the notes section of the order form I mentioned that ""I cannot believe that I forgot to order this Upgrade kit when I ordered the tool head"". Without paying extra or even asking for anything, they shipped it FedEx 2 Day! Thus, ensuring that I would have it prior to the weekend. Plus, they sell 6mm ARC brass by the 100ct as it should be, NOT 50ct.",False,"December 27, 2024"
The ease of ordering the product,John,US,2,5,"The ease of ordering the product , fast shipping and great customer service have purchased several items from Creedmore at the Anniston store and up at Camp Perry Great staff",False,"December 30, 2024"
Free fast shipping!,Thomas Devers,US,1,5,I have purchased from creedmoor sports in the past and I have alway been happy! They had one item that they put on sale once a year with free shipping that I have alway wanted to get so this year I finally decided to get it. The free shipping made the deal.😃 So I pulled the trigger on the purchase and it seemed like it was on my door step!  Free fast shipping I’m a happy camper!😃,False,"December 26, 2024"
Follow-up on ship-to address appreciated,Gordon K.,US,1,5,"The on-line ordering was uneventful, a good thing. The next day I received a call from customer support questioning the change in shipping address from my previous orders.  (Same Bill-to, shipping address changed) This has never happened to me before and I appreciated it due to all the identity theft, and such that seems so prevalent in these times.  I explained the cause for the change and then thanked him for being proactive. I received my order two days later.",False,"December 20, 2024"
Very helpful customer service.    The help on my order,michael,US,6,5,"The help on my order, and when usps lost my order i called and 3 days later it was deliverd.Thank you",False,"December 12, 2024"
Good products and prices,Jon  D,US,1,2,Good products abd prices. Never got  a tracking number for my order thst says shipped so lack of info is  frustrating.,"Hi, Jon.Thank you for taking the time to leave us a review. We sent you an email with your tracking number on 12/26 once the tracking information was available. Your package shipped via FedEx tracking number 283734881840. Tracking shows that your package is estimated to be delivered tomorrow. If you ever place an order with Creedmoor Sports and do not receive any email updates, please reach out to us to let us know. We'd be glad to resend the information to you. We can be reached via email at custserv@creedmoorsports.com or via phone at 800-273-3366.  We appreciate your business.","December 26, 2024"
My recent order and what I've observed doing business with Creedmoor,Lionel,US,1,4,"While they may not have everything ""in stock"" or available when they do your order is shipped quickly and the transaction is conducted smoothly.",False,"December 04, 2024"
Received the wrong item,Donna,US,3,1,"Received the wrong item.  Returned at my expense. Never heard you received it.  Ordered correct item.  One helped me.  Hard to track what is happening with that order.  Regardless if this is the correct item ,I will not be using your store again","Hi, Donna/Bruce.Thank you for taking the time to leave us a review. We received the item you returned and refunded your card on 12/12/24. We apologize if you were wanting to be contacted once we received the item back from you and you did not hear from us.It was verified that we shipped the correct item that was ordered. If we happen to ship an item incorrectly, we will immediately send the correct item and a return label for the incorrect item as soon as we are made aware of the mistake. If the customer orders incorrectly, the customer is responsible for the return shipping costs.For your most recent order, it shipped on 12/23/24 via USPS tracking number 9400111105502341161854. USPS picked up the order on the 23rd but has not updated the tracking as of yet. I will keep an eye on the tracking and will reach out to USPS if there is not an update by Monday morning.If you change your mind and decide to give Creedmoor Sports another chance, I'd be glad to take care of you personally. I can be reached  via email at custserv@creedmoorsports.com or via phone at 800-273-3366 ext. 108. I am available Monday through Friday from 09:00am to 5:00pm CST.Thank you,Melanie Harris, Customer Care Manager","December 23, 2024"
